random,2000,1000,146
random,2500,1000,174
random,3000,1000,161
random,3500,1000,164
random,4000,1000,154
random,4500,1000,145
random,5000,1000,161
random,5500,1000,150
random,6000,1000,175
random,6500,1000,168
random,2000,10000,1537
random,2500,10000,1627
random,3000,10000,1572
random,3500,10000,1521
random,4000,10000,1581
random,4500,10000,1588
random,5000,10000,1549
random,5500,10000,1594
random,6000,10000,1591
random,6500,10000,1655
random,2000,100000,15838
random,2500,100000,15906
random,3000,100000,15808
random,3500,100000,15918
random,4000,100000,15836
random,4500,100000,15971
random,5000,100000,15624
random,5500,100000,15882
random,6000,100000,15510
random,6500,100000,15828
hypercube,2000,1000,141
hypercube,2500,1000,134
hypercube,3000,1000,160
hypercube,3500,1000,144
hypercube,4000,1000,145
hypercube,4500,1000,142
hypercube,5000,1000,163
hypercube,5500,1000,154
hypercube,6000,1000,139
hypercube,6500,1000,151
hypercube,2000,10000,1466
hypercube,2500,10000,1460
hypercube,3000,10000,1457
hypercube,3500,10000,1459
hypercube,4000,10000,1475
hypercube,4500,10000,1504
hypercube,5000,10000,1451
hypercube,5500,10000,1474
hypercube,6000,10000,1467
hypercube,6500,10000,1473
hypercube,2000,100000,14764
hypercube,2500,100000,14585
hypercube,3000,100000,14752
hypercube,3500,100000,14717
hypercube,4000,100000,14643
hypercube,4500,100000,14788
hypercube,5000,100000,14748
hypercube,5500,100000,14765
hypercube,6000,100000,14654
hypercube,6500,100000,14681
random,2000,1000,170
random,2500,1000,161
random,3000,1000,156
random,3500,1000,141
random,4000,1000,152
random,4500,1000,166
random,5000,1000,166
random,5500,1000,167
random,6000,1000,164
random,6500,1000,151
random,2000,10000,1588
random,2500,10000,1524
random,3000,10000,1567
random,3500,10000,1605
random,4000,10000,1566
random,4500,10000,1644
random,5000,10000,1581
random,5500,10000,1605
random,6000,10000,1531
random,6500,10000,1547
random,2000,100000,15778
random,2500,100000,15652
random,3000,100000,15863
random,3500,100000,15791
random,4000,100000,15655
random,4500,100000,15806
random,5000,100000,15694
random,5500,100000,15838
random,6000,100000,15535
random,6500,100000,15710
hypercube,2000,1000,154
hypercube,2500,1000,144
hypercube,3000,1000,146
hypercube,3500,1000,142
hypercube,4000,1000,142
hypercube,4500,1000,147
hypercube,5000,1000,151
hypercube,5500,1000,158
hypercube,6000,1000,140
hypercube,6500,1000,143
hypercube,2000,10000,1455
hypercube,2500,10000,1477
hypercube,3000,10000,1473
hypercube,3500,10000,1455
hypercube,4000,10000,1432
hypercube,4500,10000,1454
hypercube,5000,10000,1467
hypercube,5500,10000,1454
hypercube,6000,10000,1477
hypercube,6500,10000,1461
hypercube,2000,100000,14733
hypercube,2500,100000,14720
hypercube,3000,100000,14534
hypercube,3500,100000,14634
hypercube,4000,100000,14644
hypercube,4500,100000,14693
hypercube,5000,100000,14681
hypercube,5500,100000,14581
hypercube,6000,100000,14724
hypercube,6500,100000,14849
random,2000,1000,136
random,2500,1000,141
random,3000,1000,146
random,3500,1000,145
random,4000,1000,137
random,4500,1000,168
random,5000,1000,152
random,5500,1000,159
random,6000,1000,149
random,6500,1000,150
random,2000,10000,1549
random,2500,10000,1540
random,3000,10000,1596
random,3500,10000,1574
random,4000,10000,1613
random,4500,10000,1626
random,5000,10000,1629
random,5500,10000,1552
random,6000,10000,1557
random,6500,10000,1596
random,2000,100000,15555
random,2500,100000,15657
random,3000,100000,16015
random,3500,100000,15739
random,4000,100000,15978
random,4500,100000,15916
random,5000,100000,15932
random,5500,100000,15641
random,6000,100000,15650
random,6500,100000,15840
random,2000,1000,150
random,2500,1000,175
random,3000,1000,166
random,3500,1000,161
random,4000,1000,153
random,4500,1000,160
random,5000,1000,142
random,5500,1000,153
random,6000,1000,147
random,6500,1000,149
random,2000,10000,1555
random,2500,10000,1534
random,3000,10000,1554
random,3500,10000,1572
random,4000,10000,1509
random,4500,10000,1566
random,5000,10000,1553
random,5500,10000,1578
random,6000,10000,1600
random,6500,10000,1647
random,2000,100000,16068
random,2500,100000,15629
random,3000,100000,15720
random,3500,100000,15880
random,4000,100000,15825
random,4500,100000,15864
random,5000,100000,16004
random,5500,100000,15616
random,6000,100000,15647
random,6500,100000,15851
hypercube,2000,1000,150
hypercube,2500,1000,145
hypercube,3000,1000,137
hypercube,3500,1000,146
hypercube,4000,1000,150
hypercube,4500,1000,144
hypercube,5000,1000,140
hypercube,5500,1000,134
hypercube,6000,1000,155
hypercube,6500,1000,139
hypercube,2000,10000,1412
hypercube,2500,10000,1466
hypercube,3000,10000,1448
hypercube,3500,10000,1483
hypercube,4000,10000,1482
hypercube,4500,10000,1462
hypercube,5000,10000,1485
hypercube,5500,10000,1501
hypercube,6000,10000,1482
hypercube,6500,10000,1445
hypercube,2000,100000,14672
hypercube,2500,100000,14718
hypercube,3000,100000,14655
hypercube,3500,100000,14665
hypercube,4000,100000,14725
hypercube,4500,100000,14731
hypercube,5000,100000,14606
hypercube,5500,100000,14766
hypercube,6000,100000,14741
hypercube,6500,100000,14670
random,2000,1000,148
random,2500,1000,140
random,3000,1000,165
random,3500,1000,191
random,4000,1000,133
random,4500,1000,166
random,5000,1000,169
random,5500,1000,158
random,6000,1000,161
random,6500,1000,160
random,2000,10000,1563
random,2500,10000,1564
random,3000,10000,1601
random,3500,10000,1588
random,4000,10000,1580
random,4500,10000,1614
random,5000,10000,1655
random,5500,10000,1542
random,6000,10000,1550
random,6500,10000,1584
random,2000,100000,15703
random,2500,100000,15944
random,3000,100000,15826
random,3500,100000,15711
random,4000,100000,15743
random,4500,100000,15718
random,5000,100000,15729
random,5500,100000,15896
random,6000,100000,15624
random,6500,100000,15771
random,2000,1000,159
random,2500,1000,186
random,3000,1000,148
random,3500,1000,158
random,4000,1000,152
random,4500,1000,151
random,5000,1000,167
random,5500,1000,155
random,6000,1000,158
random,6500,1000,129
random,2000,10000,1614
random,2500,10000,1605
random,3000,10000,1576
random,3500,10000,1562
random,4000,10000,1566
random,4500,10000,1521
random,5000,10000,1542
random,5500,10000,1571
random,6000,10000,1618
random,6500,10000,1557
random,2000,100000,15915
random,2500,100000,15792
random,3000,100000,15981
random,3500,100000,15796
random,4000,100000,15713
random,4500,100000,15669
random,5000,100000,15754
random,5500,100000,15734
random,6000,100000,15793
random,6500,100000,15881
hypercube,2000,1000,136
hypercube,2500,1000,141
hypercube,3000,1000,149
hypercube,3500,1000,145
hypercube,4000,1000,150
hypercube,4500,1000,150
hypercube,5000,1000,143
hypercube,5500,1000,148
hypercube,6000,1000,134
hypercube,6500,1000,139
hypercube,2000,10000,1463
hypercube,2500,10000,1499
hypercube,3000,10000,1460
hypercube,3500,10000,1455
hypercube,4000,10000,1458
hypercube,4500,10000,1468
hypercube,5000,10000,1473
hypercube,5500,10000,1494
hypercube,6000,10000,1503
hypercube,6500,10000,1477
hypercube,2000,100000,14598
hypercube,2500,100000,14708
hypercube,3000,100000,14784
hypercube,3500,100000,14717
hypercube,4000,100000,14719
hypercube,4500,100000,14690
hypercube,5000,100000,14648
hypercube,5500,100000,14633
hypercube,6000,100000,14709
hypercube,6500,100000,14695
random,2000,1000,164
random,2500,1000,185
random,3000,1000,150
random,3500,1000,164
random,4000,1000,148
random,4500,1000,166
random,5000,1000,161
random,5500,1000,151
random,6000,1000,162
random,6500,1000,147
random,2000,10000,1564
random,2500,10000,1571
random,3000,10000,1555
random,3500,10000,1570
random,4000,10000,1561
random,4500,10000,1531
random,5000,10000,1503
random,5500,10000,1593
random,6000,10000,1621
random,6500,10000,1613
random,2000,100000,15632
random,2500,100000,15657
random,3000,100000,15660
random,3500,100000,15833
random,4000,100000,15725
random,4500,100000,15690
random,5000,100000,15937
random,5500,100000,15839
random,6000,100000,15876
random,6500,100000,15682
random,2000,1000,161
random,2500,1000,161
random,3000,1000,157
random,3500,1000,161
random,4000,1000,165
random,4500,1000,144
random,5000,1000,147
random,5500,1000,164
