random1,3000,1000,1000,194
random3,3000,1000,1000,186
random1,3500,1000,1000,213
random3,3500,1000,1000,188
random1,4000,1000,1000,205
random3,4000,1000,1000,182
random1,4500,1000,1000,198
random3,4500,1000,1000,202
random1,5000,1000,1000,175
random3,5000,1000,1000,199
random1,5500,1000,1000,195
random3,5500,1000,1000,194
random1,3000,5000,5000,898
random3,3000,5000,5000,998
random1,3500,5000,5000,968
random3,3500,5000,5000,952
random1,4000,5000,5000,983
random3,4000,5000,5000,998
random1,4500,5000,5000,953
random3,4500,5000,5000,1006
random1,5000,5000,5000,1014
random3,5000,5000,5000,978
random1,5500,5000,5000,942
random3,5500,5000,5000,988
random1,3000,10000,10000,1931
random3,3000,10000,10000,1950
random1,3500,10000,10000,1987
random3,3500,10000,10000,1964
random1,4000,10000,10000,1907
random3,4000,10000,10000,1955
random1,4500,10000,10000,1943
random3,4500,10000,10000,1922
random1,5000,10000,10000,1953
random3,5000,10000,10000,1898
random1,5500,10000,10000,1917
random3,5500,10000,10000,1942
random1,3000,20000,20000,3925
random3,3000,20000,20000,3944
random1,3500,20000,20000,3816
random3,3500,20000,20000,4008
random1,4000,20000,20000,3893
random3,4000,20000,20000,3862
random1,4500,20000,20000,3777
random3,4500,20000,20000,3870
random1,5000,20000,20000,3870
random3,5000,20000,20000,3992
random1,5500,20000,20000,3859
random3,5500,20000,20000,3817
random1,3000,30000,30000,5799
random3,3000,30000,30000,5969
random1,3500,30000,30000,5959
random3,3500,30000,30000,5713
random1,4000,30000,30000,5859
random3,4000,30000,30000,5813
random1,4500,30000,30000,5847
random3,4500,30000,30000,5903
random1,5000,30000,30000,5837
random3,5000,30000,30000,5731
random1,5500,30000,30000,5891
random3,5500,30000,30000,5743
random1,3000,1000,1000,206
random3,3000,1000,1000,184
random1,3500,1000,1000,191
random3,3500,1000,1000,191
random1,4000,1000,1000,188
random3,4000,1000,1000,198
random1,4500,1000,1000,201
random3,4500,1000,1000,209
random1,5000,1000,1000,174
random3,5000,1000,1000,211
random1,5500,1000,1000,214
random3,5500,1000,1000,184
random1,3000,5000,5000,980
random3,3000,5000,5000,907
random1,3500,5000,5000,1033
random3,3500,5000,5000,942
random1,4000,5000,5000,931
random3,4000,5000,5000,990
random1,4500,5000,5000,965
random3,4500,5000,5000,965
random1,5000,5000,5000,1008
random3,5000,5000,5000,969
random1,5500,5000,5000,1000
random3,5500,5000,5000,992
random1,3000,10000,10000,1999
random3,3000,10000,10000,1894
random1,3500,10000,10000,1966
random3,3500,10000,10000,2024
random1,4000,10000,10000,1971
random3,4000,10000,10000,1866
random1,4500,10000,10000,1861
random3,4500,10000,10000,1974
random1,5000,10000,10000,1896
random3,5000,10000,10000,1997
random1,5500,10000,10000,1906
random3,5500,10000,10000,1967
random1,3000,20000,20000,3888
random3,3000,20000,20000,4015
random1,3500,20000,20000,3828
random3,3500,20000,20000,3971
random1,4000,20000,20000,3924
random3,4000,20000,20000,3858
random1,4500,20000,20000,3829
random3,4500,20000,20000,3835
random1,5000,20000,20000,4006
random3,5000,20000,20000,3794
random1,5500,20000,20000,3919
random3,5500,20000,20000,3899
random1,3000,30000,30000,5859
random3,3000,30000,30000,5721
random1,3500,30000,30000,5864
random3,3500,30000,30000,5805
random1,4000,30000,30000,5817
random3,4000,30000,30000,5790
random1,4500,30000,30000,5735
random3,4500,30000,30000,5872
random1,5000,30000,30000,5865
random3,5000,30000,30000,5730
random1,5500,30000,30000,5786
random3,5500,30000,30000,5786
random1,3000,1000,1000,211
random3,3000,1000,1000,188
random1,3500,1000,1000,210
random3,3500,1000,1000,197
random1,4000,1000,1000,189
random3,4000,1000,1000,203
random1,4500,1000,1000,212
random3,4500,1000,1000,199
random1,5000,1000,1000,197
random3,5000,1000,1000,170
random1,5500,1000,1000,197
random3,5500,1000,1000,191
random1,3000,5000,5000,973
random3,3000,5000,5000,1028
random1,3500,5000,5000,948
random3,3500,5000,5000,975
random1,4000,5000,5000,929
random3,4000,5000,5000,986
random1,4500,5000,5000,952
random3,4500,5000,5000,982
random1,5000,5000,5000,998
random3,5000,5000,5000,959
random1,5500,5000,5000,970
random3,5500,5000,5000,991
random1,3000,10000,10000,1987
random3,3000,10000,10000,1891
random1,3500,10000,10000,1926
random3,3500,10000,10000,1952
random1,4000,10000,10000,2039
random3,4000,10000,10000,1875
random1,4500,10000,10000,1972
random3,4500,10000,10000,1941
random1,5000,10000,10000,1933
random3,5000,10000,10000,1930
random1,5500,10000,10000,1962
random3,5500,10000,10000,1953
random1,3000,20000,20000,3877
random3,3000,20000,20000,4006
random1,3500,20000,20000,3913
random3,3500,20000,20000,3851
random1,4000,20000,20000,3925
random3,4000,20000,20000,4000
random1,4500,20000,20000,3842
random3,4500,20000,20000,3876
random1,5000,20000,20000,3945
random3,5000,20000,20000,3810
random1,5500,20000,20000,3869
random3,5500,20000,20000,3931
random1,3000,30000,30000,5782
random3,3000,30000,30000,5714
random1,3500,30000,30000,5693
random3,3500,30000,30000,5953
random1,4000,30000,30000,5872
random3,4000,30000,30000,5809
random1,4500,30000,30000,5820
random3,4500,30000,30000,5809
random1,5000,30000,30000,5756
random3,5000,30000,30000,5741
random1,5500,30000,30000,5889
random3,5500,30000,30000,5854
random1,3000,1000,1000,187
random3,3000,1000,1000,204
random1,3500,1000,1000,217
random3,3500,1000,1000,185
random1,4000,1000,1000,188
random3,4000,1000,1000,208
random1,4500,1000,1000,170
random3,4500,1000,1000,198
random1,5000,1000,1000,212
random3,5000,1000,1000,208
random1,5500,1000,1000,173
random3,5500,1000,1000,225
random1,3000,5000,5000,926
random3,3000,5000,5000,975
random1,3500,5000,5000,948
random3,3500,5000,5000,1019
random1,4000,5000,5000,977
random3,4000,5000,5000,983
random1,4500,5000,5000,1042
random3,4500,5000,5000,932
random1,5000,5000,5000,958
random3,5000,5000,5000,982
random1,5500,5000,5000,1005
random3,5500,5000,5000,979
random1,3000,10000,10000,1935
random3,3000,10000,10000,1947
random1,3500,10000,10000,1842
random3,3500,10000,10000,2020
random1,4000,10000,10000,1940
