hypercube,3000,0,1000,0
hypercube,3000,0,1000,1
hypercube,3000,1000,1000,174
hypercube,3000,1000,1000,174
hypercube,3500,0,1000,0
hypercube,3500,0,1000,0
hypercube,3500,1000,1000,160
hypercube,3500,1000,1000,159
hypercube,4000,0,1000,0
hypercube,4000,0,1000,0
hypercube,4000,1000,1000,175
hypercube,4000,1000,1000,168
hypercube,4500,0,1000,1
hypercube,4500,0,1000,0
hypercube,4500,1000,1000,155
hypercube,4500,1000,1000,178
hypercube,5000,0,1000,0
hypercube,5000,0,1000,0
hypercube,5000,1000,1000,169
hypercube,5000,1000,1000,165
hypercube,5500,0,1000,1
hypercube,5500,0,1000,0
hypercube,5500,1000,1000,170
hypercube,5500,1000,1000,167
hypercube,3000,0,5000,0
hypercube,3000,0,5000,0
hypercube,3000,1000,5000,167
hypercube,3000,1000,5000,176
hypercube,3000,2000,5000,327
hypercube,3000,2000,5000,353
hypercube,3000,3000,5000,508
hypercube,3000,3000,5000,527
hypercube,3000,4000,5000,682
hypercube,3000,4000,5000,678
hypercube,3000,5000,5000,853
hypercube,3000,5000,5000,826
hypercube,3500,0,5000,0
hypercube,3500,0,5000,1
hypercube,3500,1000,5000,169
hypercube,3500,1000,5000,171
hypercube,3500,2000,5000,333
hypercube,3500,2000,5000,364
hypercube,3500,3000,5000,494
hypercube,3500,3000,5000,519
hypercube,3500,4000,5000,661
hypercube,3500,4000,5000,674
hypercube,3500,5000,5000,827
hypercube,3500,5000,5000,846
hypercube,4000,0,5000,0
hypercube,4000,0,5000,0
hypercube,4000,1000,5000,180
hypercube,4000,1000,5000,180
hypercube,4000,2000,5000,341
hypercube,4000,2000,5000,341
hypercube,4000,3000,5000,502
hypercube,4000,3000,5000,514
hypercube,4000,4000,5000,647
hypercube,4000,4000,5000,660
hypercube,4000,5000,5000,819
hypercube,4000,5000,5000,851
hypercube,4500,0,5000,0
hypercube,4500,0,5000,0
hypercube,4500,1000,5000,150
hypercube,4500,1000,5000,169
hypercube,4500,2000,5000,332
hypercube,4500,2000,5000,339
hypercube,4500,3000,5000,508
hypercube,4500,3000,5000,513
hypercube,4500,4000,5000,678
hypercube,4500,4000,5000,674
hypercube,4500,5000,5000,840
hypercube,4500,5000,5000,846
hypercube,5000,0,5000,0
hypercube,5000,0,5000,1
hypercube,5000,1000,5000,170
hypercube,5000,1000,5000,182
hypercube,5000,2000,5000,361
hypercube,5000,2000,5000,341
hypercube,5000,3000,5000,538
hypercube,5000,3000,5000,496
hypercube,5000,4000,5000,688
hypercube,5000,4000,5000,664
hypercube,5000,5000,5000,857
hypercube,5000,5000,5000,844
hypercube,5500,0,5000,1
hypercube,5500,0,5000,0
hypercube,5500,1000,5000,158
hypercube,5500,1000,5000,173
hypercube,5500,2000,5000,334
hypercube,5500,2000,5000,334
hypercube,5500,3000,5000,498
hypercube,5500,3000,5000,501
hypercube,5500,4000,5000,671
hypercube,5500,4000,5000,674
hypercube,5500,5000,5000,844
hypercube,5500,5000,5000,836
hypercube,3000,0,10000,0
hypercube,3000,0,10000,0
hypercube,3000,1000,10000,181
hypercube,3000,1000,10000,158
hypercube,3000,2000,10000,339
hypercube,3000,2000,10000,345
hypercube,3000,3000,10000,502
hypercube,3000,3000,10000,524
hypercube,3000,4000,10000,680
hypercube,3000,4000,10000,680
hypercube,3000,5000,10000,863
hypercube,3000,5000,10000,842
hypercube,3000,6000,10000,1042
hypercube,3000,6000,10000,1017
hypercube,3000,7000,10000,1220
hypercube,3000,7000,10000,1196
hypercube,3000,8000,10000,1393
hypercube,3000,8000,10000,1342
hypercube,3000,9000,10000,1544
hypercube,3000,9000,10000,1505
hypercube,3000,10000,10000,1708
hypercube,3000,10000,10000,1683
hypercube,3500,0,10000,0
hypercube,3500,0,10000,0
hypercube,3500,1000,10000,157
hypercube,3500,1000,10000,178
hypercube,3500,2000,10000,311
hypercube,3500,2000,10000,336
hypercube,3500,3000,10000,482
hypercube,3500,3000,10000,506
hypercube,3500,4000,10000,654
hypercube,3500,4000,10000,660
hypercube,3500,5000,10000,821
hypercube,3500,5000,10000,820
hypercube,3500,6000,10000,988
hypercube,3500,6000,10000,981
hypercube,3500,7000,10000,1157
hypercube,3500,7000,10000,1163
hypercube,3500,8000,10000,1321
hypercube,3500,8000,10000,1333
hypercube,3500,9000,10000,1486
hypercube,3500,9000,10000,1502
hypercube,3500,10000,10000,1650
hypercube,3500,10000,10000,1686
hypercube,4000,0,10000,0
hypercube,4000,0,10000,0
hypercube,4000,1000,10000,158
hypercube,4000,1000,10000,159
hypercube,4000,2000,10000,320
hypercube,4000,2000,10000,328
hypercube,4000,3000,10000,502
hypercube,4000,3000,10000,518
hypercube,4000,4000,10000,693
hypercube,4000,4000,10000,684
hypercube,4000,5000,10000,846
hypercube,4000,5000,10000,837
hypercube,4000,6000,10000,1034
hypercube,4000,6000,10000,1007
hypercube,4000,7000,10000,1197
hypercube,4000,7000,10000,1183
hypercube,4000,8000,10000,1374
hypercube,4000,8000,10000,1357
hypercube,4000,9000,10000,1537
hypercube,4000,9000,10000,1538
hypercube,4000,10000,10000,1691
hypercube,4000,10000,10000,1705
hypercube,4500,0,10000,0
hypercube,4500,0,10000,0
hypercube,4500,1000,10000,172
hypercube,4500,1000,10000,160
hypercube,4500,2000,10000,337
hypercube,4500,2000,10000,332
hypercube,4500,3000,10000,499
hypercube,4500,3000,10000,503
hypercube,4500,4000,10000,652
hypercube,4500,4000,10000,677
hypercube,4500,5000,10000,826
