orthoginal1,3000,0,100,0
orthoginal2,3000,0,100,0
orthoginal1,3000,100,100,17
orthoginal2,3000,100,100,15
orthoginal1,3500,0,100,0
orthoginal2,3500,0,100,0
orthoginal1,3500,100,100,18
orthoginal2,3500,100,100,16
orthoginal1,4000,0,100,0
orthoginal2,4000,0,100,0
orthoginal1,4000,100,100,19
orthoginal2,4000,100,100,17
orthoginal1,4500,0,100,0
orthoginal2,4500,0,100,0
orthoginal1,4500,100,100,16
orthoginal2,4500,100,100,17
orthoginal1,5000,0,100,0
orthoginal2,5000,0,100,0
orthoginal1,5000,100,100,17
orthoginal2,5000,100,100,16
orthoginal1,5500,0,100,0
orthoginal2,5500,0,100,0
orthoginal1,5500,100,100,17
orthoginal2,5500,100,100,18
orthoginal1,3000,0,500,0
orthoginal2,3000,0,500,0
orthoginal1,3000,500,500,90
orthoginal2,3000,500,500,82
orthoginal1,3500,0,500,0
orthoginal2,3500,0,500,0
orthoginal1,3500,500,500,79
orthoginal2,3500,500,500,84
orthoginal1,4000,0,500,0
orthoginal2,4000,0,500,0
orthoginal1,4000,500,500,81
orthoginal2,4000,500,500,81
orthoginal1,4500,0,500,0
orthoginal2,4500,0,500,0
orthoginal1,4500,500,500,85
orthoginal2,4500,500,500,82
orthoginal1,5000,0,500,0
orthoginal2,5000,0,500,0
orthoginal1,5000,500,500,86
orthoginal2,5000,500,500,80
orthoginal1,5500,0,500,0
orthoginal2,5500,0,500,0
orthoginal1,5500,500,500,78
orthoginal2,5500,500,500,84
orthoginal1,3000,0,1000,0
orthoginal2,3000,0,1000,0
orthoginal1,3000,1000,1000,169
orthoginal2,3000,1000,1000,159
orthoginal1,3500,0,1000,0
orthoginal2,3500,0,1000,0
orthoginal1,3500,1000,1000,173
orthoginal2,3500,1000,1000,163
orthoginal1,4000,0,1000,0
orthoginal2,4000,0,1000,0
orthoginal1,4000,1000,1000,172
orthoginal2,4000,1000,1000,172
orthoginal1,4500,0,1000,0
orthoginal2,4500,0,1000,0
orthoginal1,4500,1000,1000,169
orthoginal2,4500,1000,1000,168
orthoginal1,5000,0,1000,0
orthoginal2,5000,0,1000,0
orthoginal1,5000,1000,1000,157
